trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2720,False,"{'a': 0.002, 'e': 0.004348170922035789}",25,11,23.54915541781387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2721,False,"{'a': 0.002, 'e': 0.004339483270738895}",25,12,24.172903421157645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2722,False,"{'a': 0.002, 'e': 0.004330812977380874}",30,17,24.69961593582056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.002, 'e': 0.004322160007280537}",20,4,27.462571489962638,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.002, 'e': 0.004313524325825991}",20,14,8.909571956021743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.002, 'e': 0.0043049058984744966}",25,11,26.99458278465148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2726,False,"{'a': 0.002, 'e': 0.00429630469075234}",25,17,17.27304410099645,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2727,False,"{'a': 0.002, 'e': 0.004287720668254675}",20,12,17.219685301263667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.002, 'e': 0.004279153796645399}",25,15,18.011645869160212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.002, 'e': 0.004270604041657012}",25,13,22.890579090364696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.002, 'e': 0.004262071369090489}",20,10,14.541465479619227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2731,False,"{'a': 0.002, 'e': 0.004253555744815125}",30,16,26.139241935477436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.002, 'e': 0.0042450571347684134}",25,14,22.282066569208894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.002, 'e': 0.004236575504955896}",20,12,14.333727217400945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2734,False,"{'a': 0.002, 'e': 0.004228110821451051}",20,4,27.647425984109148,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2735,False,"{'a': 0.002, 'e': 0.004219663050395129}",35,21,29.098699177281183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2736,False,"{'a': 0.002, 'e': 0.004211232157997035}",25,9,26.471103555061664,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.002, 'e': 0.004202818110533184}",25,0,39.82305586685902,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2738,False,"{'a': 0.002, 'e': 0.0041944208743473835}",30,20,19.737853433482016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2739,False,"{'a': 0.002, 'e': 0.004186040415850672}",25,15,18.064948952479273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2740,False,"{'a': 0.002, 'e': 0.004177676701521206}",30,8,34.052697665411564,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2741,False,"{'a': 0.002, 'e': 0.0041693296979041115}",25,17,16.6534206074801,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2742,False,"{'a': 0.002, 'e': 0.004160999371611372}",20,11,-28.827648160984964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2743,False,"{'a': 0.002, 'e': 0.004152685689321667}",35,17,28.566266237188263,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2744,False,"{'a': 0.002, 'e': 0.004144388617780257}",25,18,16.273926461492607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2745,False,"{'a': 0.002, 'e': 0.0041361081237988396}",25,15,16.66815890879316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2746,False,"{'a': 0.002, 'e': 0.004127844174255436}",25,19,10.350653346912948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.002, 'e': 0.004119596736094233}",20,0,21.32170631731369,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2748,False,"{'a': 0.002, 'e': 0.004111365776325467}",30,23,12.737803241034033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2749,False,"{'a': 0.002, 'e': 0.004103151262025285}",30,22,15.967017981841469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 0.002, 'e': 0.004094953160335625}",25,0,34.61590608004253,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2751,False,"{'a': 0.002, 'e': 0.004086771438464067}",25,19,7.9484299663954125,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2752,False,"{'a': 0.002, 'e': 0.004078606063683711}",20,14,11.144166311152118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2753,False,"{'a': 0.002, 'e': 0.004070457003333045}",20,4,26.970578768966494,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2754,False,"{'a': 0.002, 'e': 0.004062324224815823}",30,13,29.767770838945644,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2755,False,"{'a': 0.002, 'e': 0.004054207695600917}",25,13,23.330422374741612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.002, 'e': 0.004046107383222199}",25,14,19.009198020177973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2757,False,"{'a': 0.002, 'e': 0.004038023255278404}",20,9,17.471293399899622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2758,False,"{'a': 0.002, 'e': 0.004029955279433019}",25,15,19.935877436305617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2759,False,"{'a': 0.002, 'e': 0.004021903423414124}",20,13,11.325942022437372,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2760,False,"{'a': 0.002, 'e': 0.004013867655014287}",25,18,10.793816363454727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2761,False,"{'a': 0.002, 'e': 0.004005847942090417}",20,12,16.351651148652934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2762,False,"{'a': 0.002, 'e': 0.00399784425256366}",25,6,27.22091015519837,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2763,False,"{'a': 0.002, 'e': 0.003989856554419244}",30,10,32.30696654129075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2764,False,"{'a': 0.002, 'e': 0.003981884815706365}",20,4,27.942716318414575,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2765,False,"{'a': 0.002, 'e': 0.003973929004538055}",20,12,17.288560365822804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2766,False,"{'a': 0.002, 'e': 0.003965989089091065}",25,13,19.84246542148887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2767,False,"{'a': 0.002, 'e': 0.003958065037605719}",25,19,10.588620699941968,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2768,False,"{'a': 0.002, 'e': 0.003950156818385802}",25,11,22.402103330726217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2769,False,"{'a': 0.002, 'e': 0.003942264399798421}",20,16,9.689942501012403,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2770,False,"{'a': 0.002, 'e': 0.003934387750273899}",25,15,15.638660021102787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2771,False,"{'a': 0.002, 'e': 0.003926526838305624}",25,13,22.589782440497284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2772,False,"{'a': 0.002, 'e': 0.003918681632449937}",20,15,8.234157352899901,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2773,False,"{'a': 0.002, 'e': 0.0039108521013260025}",20,6,12.119112153413493,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2774,False,"{'a': 0.002, 'e': 0.003903038213615691}",30,17,24.728325668908532,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2775,False,"{'a': 0.002, 'e': 0.0038952399380634377}",25,11,26.288526026305274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2776,False,"{'a': 0.002, 'e': 0.0038874572434761303}",25,19,9.645634174931965,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2777,False,"{'a': 0.002, 'e': 0.0038796900987229767}",30,10,30.04519414303268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2778,False,"{'a': 0.002, 'e': 0.0038719384727353943}",25,8,24.17303093709506,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2779,False,"{'a': 0.002, 'e': 0.0038642023345068655}",25,18,14.575491168632002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2780,False,"{'a': 0.002, 'e': 0.003856481653092827}",25,16,14.934719460079325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2781,False,"{'a': 0.002, 'e': 0.0038487763976105395}",20,6,24.4113652851224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2782,False,"{'a': 0.002, 'e': 0.0038410865372389773}",30,18,-18.759971114576615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2783,False,"{'a': 0.002, 'e': 0.0038334120412186856}",25,8,27.796878295285648,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2784,False,"{'a': 0.002, 'e': 0.0038257528788516702}",35,21,27.231897289332238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2785,False,"{'a': 0.002, 'e': 0.0038181090195012674}",25,10,28.027455631209126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2786,False,"{'a': 0.002, 'e': 0.003810480432592037}",35,19,29.85928011973936,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2787,False,"{'a': 0.002, 'e': 0.003802867087609618}",25,17,15.05094869978545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2788,False,"{'a': 0.002, 'e': 0.0037952689541006193}",20,8,22.9380886155466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2789,False,"{'a': 0.002, 'e': 0.0037876860016724944}",30,14,4.746556827175275,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
2790,False,"{'a': 0.002, 'e': 0.0037801181999934296}",20,12,11.996005283032357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2791,False,"{'a': 0.002, 'e': 0.0037725655187922052}",20,10,20.429033544905952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2792,False,"{'a': 0.002, 'e': 0.0037650279278580857}",30,22,12.046999584663492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2793,False,"{'a': 0.002, 'e': 0.0037575053970406946}",20,6,18.612471283115067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2794,False,"{'a': 0.002, 'e': 0.003749997896249905}",25,12,23.08442671579467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2795,False,"{'a': 0.002, 'e': 0.0037425053954557004}",30,13,30.63604677328046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2796,False,"{'a': 0.002, 'e': 0.0037350278646880674}",25,11,23.276686532884277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2797,False,"{'a': 0.002, 'e': 0.00372756527403687}",25,12,21.864859557743088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2798,False,"{'a': 0.002, 'e': 0.003720117593651742}",25,17,12.740757748328068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2799,False,"{'a': 0.002, 'e': 0.0037126847937419493}",25,11,23.103258112702257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2800,False,"{'a': 0.002, 'e': 0.0037052668445762813}",30,10,33.153690411473534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2801,False,"{'a': 0.002, 'e': 0.003697863716482929}",30,0,43.478428697906615,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2802,False,"{'a': 0.002, 'e': 0.0036904753798493763}",20,16,6.441077934233701,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2803,False,"{'a': 0.002, 'e': 0.0036831018051222634}",20,6,23.120485037763224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2804,False,"{'a': 0.002, 'e': 0.003675742962807282}",20,11,19.657492144285474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2805,False,"{'a': 0.002, 'e': 0.0036683988234690493}",30,4,42.48088911285531,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2806,False,"{'a': 0.002, 'e': 0.0036610693577310053}",20,9,24.30105565835592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2807,False,"{'a': 0.002, 'e': 0.0036537545362752733}",20,3,28.345853994386637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2808,False,"{'a': 0.002, 'e': 0.003646454329842558}",25,0,37.75222925599954,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2809,False,"{'a': 0.002, 'e': 0.0036391687092320216}",20,9,23.510298147160363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2810,False,"{'a': 0.002, 'e': 0.003631897645301177}",25,17,15.082737742759237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2811,False,"{'a': 0.002, 'e': 0.0036246411089657558}",20,10,20.7675515770666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2812,False,"{'a': 0.002, 'e': 0.003617399071199604}",25,8,33.14609850543799,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2813,False,"{'a': 0.002, 'e': 0.0036101715030345564}",25,17,14.01114677583668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2814,False,"{'a': 0.002, 'e': 0.003602958375560338}",30,20,20.883900743996946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2815,False,"{'a': 0.002, 'e': 0.003595759659924426}",20,10,16.259373252682686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2816,False,"{'a': 0.002, 'e': 0.0035885753273319477}",20,13,13.880077592603406,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2817,False,"{'a': 0.002, 'e': 0.0035814053490455635}",20,8,19.906849506062173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2818,False,"{'a': 0.002, 'e': 0.0035742496963853477}",30,4,37.13696155926828,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2819,False,"{'a': 0.002, 'e': 0.003567108340728686}",20,8,24.3074051332575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2820,False,"{'a': 0.002, 'e': 0.0035599812535101437}",25,13,19.112899472368596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2821,False,"{'a': 0.002, 'e': 0.003552868406221362}",35,23,24.717963643032558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2822,False,"{'a': 0.002, 'e': 0.003545769770410939}",25,18,10.529122780647848,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2823,False,"{'a': 0.002, 'e': 0.0035386853176843287}",25,11,23.968801206285413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2824,False,"{'a': 0.002, 'e': 0.003531615019703707}",25,6,32.80211102408452,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2825,False,"{'a': 0.002, 'e': 0.0035245588481878734}",20,0,30.573554011868598,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2826,False,"{'a': 0.002, 'e': 0.0035175167749121284}",20,10,17.331583787051457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2827,False,"{'a': 0.002, 'e': 0.0035104887717081765}",25,13,21.404120481127464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2828,False,"{'a': 0.002, 'e': 0.0035034748104639923}",30,21,17.614408746419127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2829,False,"{'a': 0.002, 'e': 0.0034964748631237208}",25,13,26.34675517727859,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2830,False,"{'a': 0.002, 'e': 0.0034894889016875608}",20,8,16.338005827799492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2831,False,"{'a': 0.002, 'e': 0.003482516898211663}",30,3,44.445528607443435,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2832,False,"{'a': 0.002, 'e': 0.003475558824808002}",25,9,29.915796052662095,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2833,False,"{'a': 0.002, 'e': 0.003468614653644274}",20,3,26.13988452594433,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2834,False,"{'a': 0.002, 'e': 0.0034616843569437827}",20,0,26.040359266149462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2835,False,"{'a': 0.002, 'e': 0.003454767906985337}",20,14,9.33032623061633,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2836,False,"{'a': 0.002, 'e': 0.0034478652761031265}",25,6,27.150825502334246,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2837,False,"{'a': 0.002, 'e': 0.003440976436686617}",20,2,27.99994638888771,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2838,False,"{'a': 0.002, 'e': 0.0034341013611804395}",30,18,23.52129382800634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2839,False,"{'a': 0.002, 'e': 0.003427240022084288}",30,14,30.52738787858879,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2840,False,"{'a': 0.002, 'e': 0.0034203923919527953}",25,19,11.960317743780408,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2841,False,"{'a': 0.002, 'e': 0.0034135584433954303}",20,5,23.838245358785617,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2842,False,"{'a': 0.002, 'e': 0.003406738149076388}",20,4,25.022070605054136,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2843,False,"{'a': 0.002, 'e': 0.0033999314817144866}",20,16,7.935333918830554,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2844,False,"{'a': 0.002, 'e': 0.0033931384140830456}",20,7,23.323336122433734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2845,False,"{'a': 0.002, 'e': 0.003386358919009785}",20,2,32.229408374653985,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2846,False,"{'a': 0.002, 'e': 0.0033795929693767124}",25,16,19.916159924731215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2847,False,"{'a': 0.002, 'e': 0.0033728405381200266}",20,0,30.365722785197217,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2848,False,"{'a': 0.002, 'e': 0.0033661015982299905}",20,6,19.848360835224074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2849,False,"{'a': 0.002, 'e': 0.003359376122750836}",25,19,11.470868347524334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2850,False,"{'a': 0.002, 'e': 0.0033526640847806478}",25,17,14.993230863619305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2851,False,"{'a': 0.002, 'e': 0.003345965457471272}",20,6,29.619319380035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2852,False,"{'a': 0.002, 'e': 0.003339280214028188}",20,11,14.349771622477087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2853,False,"{'a': 0.002, 'e': 0.0033326083277104117}",25,15,20.305266987882796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2854,False,"{'a': 0.002, 'e': 0.0033259497718303873}",25,8,30.46523356765729,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2855,False,"{'a': 0.002, 'e': 0.003319304519753888}",30,20,17.793241314734434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2856,False,"{'a': 0.002, 'e': 0.0033126725448998926}",25,14,20.312955967853664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2857,False,"{'a': 0.002, 'e': 0.0033060538207404944}",20,10,18.172562642133546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2858,False,"{'a': 0.002, 'e': 0.003299448320800784}",20,13,12.841916456763908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2859,False,"{'a': 0.002, 'e': 0.0032928560186587593}",20,0,27.31106475676122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2860,False,"{'a': 0.002, 'e': 0.0032862768879451994}",20,14,15.70685421177172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2861,False,"{'a': 0.002, 'e': 0.003279710902343573}",20,0,27.952218689256135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2862,False,"{'a': 0.002, 'e': 0.003273158035589926}",30,20,19.88332013224808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2863,False,"{'a': 0.002, 'e': 0.0032666182614727885}",20,0,29.871671659254307,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2864,False,"{'a': 0.002, 'e': 0.0032600915538330525}",25,11,25.945469672440698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2865,False,"{'a': 0.002, 'e': 0.0032535778865638784}",20,8,24.960153101644746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2866,False,"{'a': 0.002, 'e': 0.0032470772336105863}",25,0,36.77623967724922,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2867,False,"{'a': 0.002, 'e': 0.0032405895689705607}",25,20,10.40780772385732,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2868,False,"{'a': 0.002, 'e': 0.0032341148666931315}",20,0,31.247077832001526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2869,False,"{'a': 0.002, 'e': 0.0032276531008794815}",30,13,26.11058069421057,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2870,False,"{'a': 0.002, 'e': 0.0032212042456825356}",25,19,9.891795177204173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2871,False,"{'a': 0.002, 'e': 0.00321476827530687}",20,9,16.081550407843707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2872,False,"{'a': 0.002, 'e': 0.0032083451640085923}",25,15,17.31031261512062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2873,False,"{'a': 0.002, 'e': 0.0032019348860952484}",25,19,9.911944920577195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2874,False,"{'a': 0.002, 'e': 0.003195537415925715}",35,14,31.454516197169898,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2875,False,"{'a': 0.002, 'e': 0.003189152727910109}",20,10,20.95604216798285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2876,False,"{'a': 0.002, 'e': 0.003182780796509667}",30,16,21.649496887884897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2877,False,"{'a': 0.002, 'e': 0.0031764215962366547}",25,14,17.89298101825847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2878,False,"{'a': 0.002, 'e': 0.0031700751016542597}",30,13,29.315323386226417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2879,False,"{'a': 0.002, 'e': 0.003163741287376501}",20,5,26.944643498371054,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2880,False,"{'a': 0.002, 'e': 0.00315742012806811}",25,15,17.240111503949116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2881,False,"{'a': 0.002, 'e': 0.0031511115984444414}",30,19,20.480391665868343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2882,False,"{'a': 0.002, 'e': 0.003144815673271365}",25,2,35.28646630464945,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2883,False,"{'a': 0.002, 'e': 0.0031385323273651774}",20,16,6.988365612701269,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2884,False,"{'a': 0.002, 'e': 0.0031322615355924843}",30,0,41.22880517295122,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2885,False,"{'a': 0.002, 'e': 0.0031260032728701098}",20,13,10.826906170377118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2886,False,"{'a': 0.002, 'e': 0.003119757514164992}",30,19,23.824142782548428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2887,False,"{'a': 0.002, 'e': 0.0031135242344940933}",25,11,20.023069615758867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2888,False,"{'a': 0.002, 'e': 0.0031073034089242843}",25,17,13.369224559543468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2889,False,"{'a': 0.002, 'e': 0.0031010950125722535}",30,16,26.869336352649533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2890,False,"{'a': 0.002, 'e': 0.0030948990206044052}",20,0,29.852818661702578,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2891,False,"{'a': 0.002, 'e': 0.0030887154082367687}",25,6,36.16530715138116,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2892,False,"{'a': 0.002, 'e': 0.0030825441507348838}",25,14,23.237297602070836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2893,False,"{'a': 0.002, 'e': 0.003076385223413711}",20,6,25.155137765360145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2894,False,"{'a': 0.002, 'e': 0.0030702386016375318}",30,13,32.23399972538828,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2895,False,"{'a': 0.002, 'e': 0.003064104260819855}",25,14,17.50247225517522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2896,False,"{'a': 0.002, 'e': 0.0030579821764233073}",20,0,26.577225093004053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2897,False,"{'a': 0.002, 'e': 0.0030518723239595425}",20,4,26.986474837710766,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2898,False,"{'a': 0.002, 'e': 0.0030457746789891403}",20,8,22.465284632727727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2899,False,"{'a': 0.002, 'e': 0.0030396892171215173}",25,9,28.210347643570056,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2900,False,"{'a': 0.002, 'e': 0.003033615914014816}",20,9,21.748658617197584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2901,False,"{'a': 0.002, 'e': 0.0030275547453758153}",30,15,24.97967355141805,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
