trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",25,0,-148.40565752996952,"{0: 13, 1: 6, 2: 3, 3: 1, 4: 2}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-178.14310331848773,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-154.6145734999236,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",25,0,-144.56242788127835,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",20,0,-79.929705750674,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-130.58660949484658,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",25,0,-34.362060633609474,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",30,0,-133.24488651359215,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",25,0,-94.1124438616194,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-85.84412068011498,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-76.19191715687752,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",20,0,-128.81675628489498,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-78.82888200931927,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",25,0,-68.17610070330447,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,0,-116.99867335654127,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",20,0,-142.77022155711586,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",25,7,-96.16830418377491,"{0: 12, 1: 0, 2: 2, 3: 3, 4: 1}",1
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",30,0,-231.11278474017047,"{0: 14, 1: 3, 2: 9, 3: 1, 4: 3}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,0,-30.142231268899625,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",20,0,-62.887303741455185,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-20.78377792401,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,0,-116.03018266081897,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",25,12,-81.01283101746499,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",25,10,-58.23402358303021,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 0}",1
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",25,0,-102.92705791280025,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",25,0,-65.36728716218204,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-54.774247278034665,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,0,-87.03836030956792,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",25,0,-82.89449354240497,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",20,0,-176.53557639779447,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,0,-119.49397904909802,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",25,0,-102.89485766314934,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,0,-114.41734735789444,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",25,0,-176.99545209210257,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",20,0,-47.61979195571888,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-111.72326264293102,"{0: 8, 1: 8, 2: 2, 3: 1, 4: 1}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",20,0,-158.20520340433265,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-127.73604014666864,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",25,0,-138.3337105185706,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,0,-68.03187570951616,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",30,0,-147.31897325673066,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",1
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-66.97507026904103,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-66.9245156773796,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",30,0,-124.14626767796264,"{0: 19, 1: 7, 2: 1, 3: 1, 4: 2}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-29.995272237339726,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,12,3.8900381219510347,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",25,0,-114.05576360481065,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",25,0,-176.09327716853988,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",25,0,-112.84122801081793,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",25,0,-98.62205860812712,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-85.07086122916537,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",20,0,-117.42463010167636,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,0,-93.69847185392851,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",20,0,-184.1764971036901,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,0,-74.71827294663692,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,12,-19.96637230353376,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-138.82394418563976,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,0,-72.94394477594219,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",20,0,-94.49308508077598,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",35,13,-22.24089373863189,"{0: 19, 1: 1, 2: 0, 3: 2, 4: 0}",1
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",25,0,-47.82999498330255,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",20,0,-77.14548598050496,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",25,0,-70.55991015100315,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",25,0,-79.12839087795888,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",20,0,-149.1889893563225,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",25,0,-123.93169126244028,"{0: 11, 1: 7, 2: 4, 3: 3, 4: 0}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",20,0,-120.57292615727465,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",20,0,-109.23276191570358,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",20,0,-71.44427524302557,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-181.2203486943694,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,0,-46.41033263858733,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-193.67919867859231,"{0: 6, 1: 3, 2: 8, 3: 1, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-44.276094165252594,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,0,-82.38204604324469,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",20,0,-20.927766715251582,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,0,-49.6829671569192,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",30,9,-10.232597353224982,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-210.7775249114859,"{0: 8, 1: 4, 2: 4, 3: 0, 4: 4}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",20,0,-38.74843377736602,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",25,0,-144.1561903393685,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-62.64039178088904,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",25,14,-44.70482495529691,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,0,-73.02213308583488,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-37.18873856387927,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",20,0,-113.99283251602218,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,11,-4.792450978783733,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",30,7,-71.47048022908206,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",35,0,-199.78274519686207,"{0: 19, 1: 2, 2: 11, 3: 1, 4: 2}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",20,3,-76.04623392932243,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 1}",1
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",35,0,-199.97900077358176,"{0: 22, 1: 2, 2: 4, 3: 5, 4: 2}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",25,7,-72.16450042203125,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 0}",1
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-132.14130574851447,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,0,-147.44426461451536,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,8,-19.664583895131738,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-55.77999982610659,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",25,0,-177.18471866767243,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,12,-8.666490220270415,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",25,0,-127.56693412488693,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,0,-47.90535866956236,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,0,-85.41801136102858,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",20,0,-156.07140348564496,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-170.30232542154295,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",30,0,-126.95697447779236,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",30,0,-80.7213279867928,"{0: 19, 1: 2, 2: 9, 3: 0, 4: 0}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,-70.53393846030727,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",25,0,-103.85630020022415,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,0,-58.941809360868945,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,0,-217.3530595781586,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 4}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",30,0,-90.46838784433162,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,0,-86.65033852793124,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,0,-51.26419485222443,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",25,0,-122.23711284740213,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,0,-4.988184853163846,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",30,0,-71.32619389079157,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-13.229137196573276,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,8,-108.25054981660688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 3}",1
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,0,-34.33283290051961,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",30,0,-120.74851183711168,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,0,-56.85460644883862,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,11,1.7451721714102033,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,0,-121.5928562119615,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",25,0,-115.18934833585561,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",25,16,-62.68272876457841,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",25,0,-154.06625475088038,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",25,0,-76.19280460271212,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",25,0,-87.25450982428984,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",30,8,-112.57527184555566,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 1}",1
128,False,"{'a': 0.002, 'e': 0.775691802046476}",25,0,-76.34989265120255,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",25,7,-44.65084651421711,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
130,False,"{'a': 0.002, 'e': 0.772595232106928}",20,2,-63.78651435505254,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",30,0,-30.83586298387438,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",25,0,-48.7756953553189,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,0,-21.34304177609533,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",30,10,-27.32757225982882,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
135,False,"{'a': 0.002, 'e': 0.764907781102864}",20,3,-29.124809631822153,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,6,-60.654698306501196,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,16,5.477622709892205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,-50.69081548169215,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,0,-34.87285414216886,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",20,0,-29.340347776651562,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",30,0,-187.4429660513172,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 4}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",25,0,-221.72997223792316,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 4}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",35,19,-4.640526546151189,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.002, 'e': 0.751262615946886}",25,0,-60.63868496256338,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,0,-89.93383810425328,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",30,4,-74.88160647934076,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 0}",1
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",25,0,-142.31532248026562,"{0: 11, 1: 4, 2: 8, 3: 1, 4: 1}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,0,-85.93663922188819,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,7,-75.52425883810012,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",25,0,-58.31509825868672,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",20,0,-122.99525141273813,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,6,-41.78189488383535,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",20,0,-89.50340936140506,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",20,0,-93.81400997484181,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",25,11,-18.314015778450525,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",20,0,-69.83499736132983,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,0,-153.15161922711036,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",25,0,-122.9920268478236,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,0,-108.46991185851005,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,0,-171.27936761420693,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",25,0,-103.66243683238162,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,9,-46.469319419224554,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",30,0,-115.87742507859198,"{0: 22, 1: 3, 2: 1, 3: 2, 4: 2}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",30,0,-76.7382346427901,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",25,0,-65.32336109868157,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",25,0,-94.19108200052318,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,0,-56.878081370660674,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",20,9,-28.778828800262318,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",30,0,-63.67000502388749,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-106.04202932576348,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",25,0,-81.36806736264937,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,4,-49.068634069895836,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 0}",1
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",35,18,12.253659760361778,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",25,0,-49.99051500947353,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",20,0,-78.79830656500201,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,0,-21.726607954145308,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,-157.57040134963162,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",25,0,-132.1435569252018,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",20,0,-23.65575299948055,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,0,-10.645694554473078,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
181,False,"{'a': 0.002, 'e': 0.697676326071031}",20,4,-40.57807438853433,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-18.793878623157383,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-67.71512781596788,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",30,0,-226.13925488056825,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 5}",1
